external_question_id,specialty_raw,normalized_specialty_slug,normalized_specialty_title,topic_raw,normalized_topic_label,normalized_topic_slug,mapped_specialty_slug,mapped_curriculum_node_slug,canonical_topic_node_id,mapping_confidence,needs_review,review_reason,suggested_action,mapping_method,review_override_reason,review_group_key,row_number
OBQ05-169,Knee & Sports,knee-sports,Knee & Sports,The Female Athlete,The Female Athlete,the-female-athlete,knee-sports,knee-sports-the-female-athlete,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::the-female-athlete::accepted,331
OBQ05-17,Recon,recon,Recon,THA Implant Fixation,THA Implant Fixation,tha-implant-fixation,recon,recon-tha-implant-fixation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-implant-fixation::accepted,332
OBQ05-170,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Scapulothoracic Dyskinesis,Scapulothoracic Dyskinesis,scapulothoracic-dyskinesis,shoulder-elbow,shoulder-elbow-scapulothoracic-dyskinesis,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::scapulothoracic-dyskinesis::accepted,333
OBQ05-171,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,334
OBQ05-172,Basic Science,basic-science,Basic Science,Thromboembolism (PE & DVT) Prophylaxis,Thromboembolism (PE & DVT) Prophylaxis,thromboembolism-pe-and-dvt-prophylaxis,basic-science,basic-science-thromboembolism-pe-and-dvt-prophylaxis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::thromboembolism-pe-and-dvt-prophylaxis::accepted,335
OBQ05-173,Recon,recon,Recon,THA Periprosthetic Fracture,THA Periprosthetic Fracture,tha-periprosthetic-fracture,recon,recon-tha-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-periprosthetic-fracture::accepted,336
OBQ05-174,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,337
OBQ05-175,Trauma,trauma,Trauma,Trauma Scoring Systems,Trauma Scoring Systems,trauma-scoring-systems,trauma,trauma-trauma-scoring-systems,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::trauma-scoring-systems::accepted,338
OBQ05-176,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,339
OBQ05-177,Pediatrics,pediatrics,Pediatrics,Osteomyelitis - Pediatric,Osteomyelitis - Pediatric,osteomyelitis-pediatric,pediatrics,pediatrics-osteomyelitis-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::osteomyelitis-pediatric::accepted,340
OBQ05-178,Trauma,trauma,Trauma,Isolated Ulnar Shaft Fracture,Isolated Ulnar Shaft Fracture,isolated-ulnar-shaft-fracture,trauma,trauma-isolated-ulnar-shaft-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::isolated-ulnar-shaft-fracture::accepted,341
OBQ05-179,Pediatrics,pediatrics,Pediatrics,Proximal Tibia Metaphyseal Fractures - Pediatric,Proximal Tibia Metaphyseal Fractures - Pediatric,proximal-tibia-metaphyseal-fractures-pediatric,pediatrics,pediatrics-proximal-tibia-metaphyseal-fractures-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::proximal-tibia-metaphyseal-fractures-pediatric::accepted,342
OBQ05-18,Basic Science,basic-science,Basic Science,Statistic Definitions,Statistic Definitions,statistic-definitions,basic-science,basic-science-statistic-definitions,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::statistic-definitions::accepted,343
OBQ05-180,Pathology,pathology,Pathology,Osteochondroma & Multiple Hereditary Exostosis,Osteochondroma & Multiple Hereditary Exostosis,osteochondroma-and-multiple-hereditary-exostosis,pathology,pathology-osteochondroma-and-multiple-hereditary-exostosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::osteochondroma-and-multiple-hereditary-exostosis::accepted,344
OBQ05-181,Trauma,trauma,Trauma,Olecranon Fractures,Olecranon Fractures,olecranon-fractures,trauma,trauma-olecranon-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::olecranon-fractures::accepted,345
OBQ05-182,Spine,spine,Spine,Spinal Epidural Abscess,Spinal Epidural Abscess,spinal-epidural-abscess,spine,spine-spinal-epidural-abscess,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::spinal-epidural-abscess::accepted,346
OBQ05-183,Basic Science,basic-science,Basic Science,Material Properties,Material Properties,material-properties,basic-science,basic-science-material-properties,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::material-properties::accepted,347
OBQ05-184,Knee & Sports,knee-sports,Knee & Sports,Lateral Patellar Compression Syndrome,Lateral Patellar Compression Syndrome,lateral-patellar-compression-syndrome,knee-sports,knee-sports-lateral-patellar-compression-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::lateral-patellar-compression-syndrome::accepted,348
OBQ05-185,Pediatrics,pediatrics,Pediatrics,Infantile Blount's Disease (tibia vara),Infantile Blount's Disease (tibia vara),infantile-blount-s-disease-tibia-vara,pediatrics,pediatrics-infantile-blount-s-disease-tibia-vara,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::infantile-blount-s-disease-tibia-vara::accepted,349
OBQ05-186,Pathology,pathology,Pathology,Metastatic Disease Extremity,Metastatic Disease Extremity,metastatic-disease-extremity,pathology,pathology-metastatic-disease-extremity,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::metastatic-disease-extremity::accepted,350
OBQ05-187,Trauma,trauma,Trauma,Acetabular Fractures,Acetabular Fractures,acetabular-fractures,trauma,trauma-acetabular-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::acetabular-fractures::accepted,351
OBQ05-188,Basic Science,basic-science,Basic Science,Statistic Definitions,Statistic Definitions,statistic-definitions,basic-science,basic-science-statistic-definitions,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::statistic-definitions::accepted,352
OBQ05-189,Trauma,trauma,Trauma,Femoral Shaft Fractures,Femoral Shaft Fractures,femoral-shaft-fractures,trauma,trauma-femoral-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-shaft-fractures::accepted,353
OBQ05-19,Knee & Sports,knee-sports,Knee & Sports,Athletic Pubalgia & Adductor strain,Athletic Pubalgia & Adductor strain,athletic-pubalgia-and-adductor-strain,knee-sports,knee-sports-athletic-pubalgia-and-adductor-strain,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::athletic-pubalgia-and-adductor-strain::accepted,354
OBQ05-190,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,355
OBQ05-191,Trauma,trauma,Trauma,Leg Compartment Syndrome,Leg Compartment Syndrome,leg-compartment-syndrome,trauma,trauma-leg-compartment-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::leg-compartment-syndrome::accepted,356
OBQ05-192,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,357
OBQ05-193,Hand,hand,Hand,Replantation,Replantation,replantation,hand,hand-replantation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::replantation::accepted,358
OBQ05-194,Basic Science,basic-science,Basic Science,Fat Embolism Syndrome,Fat Embolism Syndrome,fat-embolism-syndrome,basic-science,basic-science-fat-embolism-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::fat-embolism-syndrome::accepted,359
OBQ05-195,Trauma,trauma,Trauma,Distal Radius Fractures,Distal Radius Fractures,distal-radius-fractures,trauma,trauma-distal-radius-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-radius-fractures::accepted,360
OBQ05-196,Spine,spine,Spine,Spinal Cord Anatomy,Spinal Cord Anatomy,spinal-cord-anatomy,spine,spine-spinal-cord-anatomy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::spinal-cord-anatomy::accepted,361
OBQ05-197,Foot & Ankle,foot-ankle,Foot & Ankle,Ankle Sprain,Ankle Sprain,ankle-sprain,foot-ankle,foot-ankle-ankle-sprain,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::ankle-sprain::accepted,362
OBQ05-198,Basic Science,basic-science,Basic Science,Bone Cells,Bone Cells,bone-cells,basic-science,basic-science-bone-cells,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::bone-cells::accepted,363
OBQ05-199,Knee & Sports,knee-sports,Knee & Sports,Cardiac Conditions,Cardiac Conditions,cardiac-conditions,knee-sports,knee-sports-cardiac-conditions,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::cardiac-conditions::accepted,364
OBQ05-2,Recon,recon,Recon,TKA Revision,TKA Revision,tka-revision,recon,recon-tka-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-revision::accepted,365
OBQ05-20,Foot & Ankle,foot-ankle,Foot & Ankle,Diabetic Foot Ulcers,Diabetic Foot Ulcers,diabetic-foot-ulcers,foot-ankle,foot-ankle-diabetic-foot-ulcers,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::diabetic-foot-ulcers::accepted,366
OBQ05-200,Pediatrics,pediatrics,Pediatrics,Distal Femoral Physeal Fractures - Pediatric,Distal Femoral Physeal Fractures - Pediatric,distal-femoral-physeal-fractures-pediatric,pediatrics,pediatrics-distal-femoral-physeal-fractures-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::distal-femoral-physeal-fractures-pediatric::accepted,367
OBQ05-201,Trauma,trauma,Trauma,Capitellum Fractures,Capitellum Fractures,capitellum-fractures,trauma,trauma-capitellum-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::capitellum-fractures::accepted,368
OBQ05-202,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Suprascapular Neuropathy,Suprascapular Neuropathy,suprascapular-neuropathy,shoulder-elbow,shoulder-elbow-suprascapular-neuropathy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::suprascapular-neuropathy::accepted,369
OBQ05-203,Pathology,pathology,Pathology,Giant Cell Tumor,Giant Cell Tumor,giant-cell-tumor,pathology,pathology-giant-cell-tumor,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::giant-cell-tumor::accepted,370
OBQ05-204,Trauma,trauma,Trauma,Distal Humerus Fractures,Distal Humerus Fractures,distal-humerus-fractures,trauma,trauma-distal-humerus-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-humerus-fractures::accepted,371
OBQ05-205,Trauma,trauma,Trauma,Ankle Fractures,Ankle Fractures,ankle-fractures,trauma,trauma-ankle-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::ankle-fractures::accepted,372
OBQ05-206,Knee & Sports,knee-sports,Knee & Sports,Exercise Science,Exercise Science,exercise-science,knee-sports,knee-sports-exercise-science,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::exercise-science::accepted,373
OBQ05-207,Pathology,pathology,Pathology,Metastatic Disease Spine,Metastatic Disease Spine,metastatic-disease-spine,pathology,pathology-metastatic-disease-spine,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::metastatic-disease-spine::accepted,374
OBQ05-208,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Subacromial Impingement,Subacromial Impingement,subacromial-impingement,shoulder-elbow,shoulder-elbow-subacromial-impingement,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::subacromial-impingement::accepted,375
OBQ05-209,Foot & Ankle,foot-ankle,Foot & Ankle,Metatarsal Fractures,Metatarsal Fractures,metatarsal-fractures,foot-ankle,foot-ankle-metatarsal-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::metatarsal-fractures::accepted,376
OBQ05-210,Trauma,trauma,Trauma,Intertrochanteric Fractures,Intertrochanteric Fractures,intertrochanteric-fractures,trauma,trauma-intertrochanteric-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::intertrochanteric-fractures::accepted,377
OBQ05-211,Foot & Ankle,foot-ankle,Foot & Ankle,5th Metatarsal Base Fracture,5th Metatarsal Base Fracture,5th-metatarsal-base-fracture,foot-ankle,foot-ankle-5th-metatarsal-base-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::5th-metatarsal-base-fracture::accepted,378
OBQ05-213,Trauma,trauma,Trauma,Pelvic Ring Fractures,Pelvic Ring Fractures,pelvic-ring-fractures,trauma,trauma-pelvic-ring-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::pelvic-ring-fractures::accepted,379
OBQ05-214,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,380
OBQ05-215,Knee & Sports,knee-sports,Knee & Sports,Steroids & Stimulants,Steroids & Stimulants,steroids-and-stimulants,knee-sports,knee-sports-steroids-and-stimulants,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::steroids-and-stimulants::accepted,381
OBQ05-216,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,382
OBQ05-217,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Rotator Cuff Tears,Rotator Cuff Tears,rotator-cuff-tears,shoulder-elbow,shoulder-elbow-rotator-cuff-tears,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::rotator-cuff-tears::accepted,383
OBQ05-218,Hand,hand,Hand,Peripheral Nerve Injury & Repair,Peripheral Nerve Injury & Repair,peripheral-nerve-injury-and-repair,hand,hand-peripheral-nerve-injury-and-repair,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::peripheral-nerve-injury-and-repair::accepted,384
OBQ05-219,Pathology,pathology,Pathology,Chondrosarcoma,Chondrosarcoma,chondrosarcoma,pathology,pathology-chondrosarcoma,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::chondrosarcoma::accepted,385
OBQ05-22,Knee & Sports,knee-sports,Knee & Sports,Exercise Science,Exercise Science,exercise-science,knee-sports,knee-sports-exercise-science,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::exercise-science::accepted,386
OBQ05-220,Pediatrics,pediatrics,Pediatrics,Osteogenesis Imperfecta,Osteogenesis Imperfecta,osteogenesis-imperfecta,pediatrics,pediatrics-osteogenesis-imperfecta,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::osteogenesis-imperfecta::accepted,387
OBQ05-221,Trauma,trauma,Trauma,Femoral Shaft Fractures,Femoral Shaft Fractures,femoral-shaft-fractures,trauma,trauma-femoral-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-shaft-fractures::accepted,388
OBQ05-222,Spine,spine,Spine,Spinal Tuberculosis,Spinal Tuberculosis,spinal-tuberculosis,spine,spine-spinal-tuberculosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::spinal-tuberculosis::accepted,389
OBQ05-223,Recon,recon,Recon,TKA Sagittal Plane Balancing,TKA Sagittal Plane Balancing,tka-sagittal-plane-balancing,recon,recon-tka-sagittal-plane-balancing,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-sagittal-plane-balancing::accepted,390
OBQ05-224,Hand,hand,Hand,Congenital Clasped Thumb,Congenital Clasped Thumb,congenital-clasped-thumb,hand,hand-congenital-clasped-thumb,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::congenital-clasped-thumb::accepted,391
OBQ05-225,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Glenohumeral Internal Rotation Deficit (GIRD),Glenohumeral Internal Rotation Deficit (GIRD),glenohumeral-internal-rotation-deficit-gird,shoulder-elbow,shoulder-elbow-glenohumeral-internal-rotation-deficit-gird,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::glenohumeral-internal-rotation-deficit-gird::accepted,392
OBQ05-226,Foot & Ankle,foot-ankle,Foot & Ankle,Metatarsal Fractures,Metatarsal Fractures,metatarsal-fractures,foot-ankle,foot-ankle-metatarsal-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::metatarsal-fractures::accepted,393
OBQ05-227,Pathology,pathology,Pathology,Chondrosarcoma,Chondrosarcoma,chondrosarcoma,pathology,pathology-chondrosarcoma,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::chondrosarcoma::accepted,394
OBQ05-228,Basic Science,basic-science,Basic Science,Inheritance Patterns Orthopaedic Syndromes,Inheritance Patterns Orthopaedic Syndromes,inheritance-patterns-orthopaedic-syndromes,basic-science,basic-science-inheritance-patterns-orthopaedic-syndromes,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::inheritance-patterns-orthopaedic-syndromes::accepted,395
OBQ05-229,Trauma,trauma,Trauma,Pelvic Ring Fractures,Pelvic Ring Fractures,pelvic-ring-fractures,trauma,trauma-pelvic-ring-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::pelvic-ring-fractures::accepted,396
OBQ05-23,Pediatrics,pediatrics,Pediatrics,Infantile Blount's Disease (tibia vara),Infantile Blount's Disease (tibia vara),infantile-blount-s-disease-tibia-vara,pediatrics,pediatrics-infantile-blount-s-disease-tibia-vara,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::infantile-blount-s-disease-tibia-vara::accepted,397
OBQ05-230,Basic Science,basic-science,Basic Science,Complex Regional Pain Syndrome (CRPS),Complex Regional Pain Syndrome (CRPS),complex-regional-pain-syndrome-crps,basic-science,basic-science-complex-regional-pain-syndrome-crps,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::complex-regional-pain-syndrome-crps::accepted,398
